ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
CUS_0x0018fe,CUS_00006398,March,Ryan Gomez,69,391-88-7685,Other,13894.02,1279.31,4,3,18.24,1,Credit-Builder Loan,4,1,80.78997181866552,2,Standard,18729.3,36.66,146,Yes,124.4,0.77,High_spent_Medium_value_payments,-546.84,Standard
CUS_0x0018ff,CUS_00006399,August,William Bauer,45,801-89-5417,Nurse,7773.32,659.98,4,0,5.61,0,Auto Loan,2,1,-28.709760916784422,6,Standard,8341.18,14.87,167,Yes,283.13,71.73,Low_spent_Medium_value_payments,-57.06,Poor
CUS_0x001900,CUS_00006400,May,Charles Davis,53,665-86-2537,Nurse,9563.06,647.17,2,4,12.38,0,Student Loan,9,1,41.52697895207436,9,Bad,3517.02,64.82,64,Yes,288.01,47.08,High_spent_Large_value_payments,-139.53,Good
CUS_0x001901,CUS_00006401,December,Benjamin Rogers,46,112-82-1089,Student,16789.04,1614.44,3,2,7.09,0,Personal Loan,16,0,6.314277213489781,1,Standard,15897.62,76.4,181,Yes,464.63,18.12,High_spent_Small_value_payments,-416.25,Standard
CUS_0x001902,CUS_00006402,April,Russell Santana,56,656-18-0455,Engineer,27294.5,1950.35,1,1,7.56,1,Credit-Builder Loan,7,0,49.56808460609696,4,Standard,23120.15,26.77,206,Yes,91.36,340.17,High_spent_Medium_value_payments,-565.86,Standard
CUS_0x001903,CUS_00006403,April,John Wright,79,412-84-9553,Student,64634.68,5629.9,4,2,19.83,1,Personal Loan,0,4,18.34797168969598,9,Good,34189.33,14.83,235,Yes,639.51,1040.12,Low_spent_Large_value_payments,-841.06,Good
CUS_0x001904,CUS_00006404,February,Richard Ward,44,132-23-1236,Artist,42235.72,2890.51,4,0,19.83,1,Personal Loan,3,0,84.18197572303461,1,Standard,81911.44,39.5,283,No,50.1,319.98,High_spent_Large_value_payments,-357.43,Poor
CUS_0x001905,CUS_00006405,June,Ellen Martin,38,886-55-7172,Manager,8939.94,633.93,1,3,8.58,0,Credit-Builder Loan,30,2,-44.42214609156867,8,Bad,11533.59,10.53,121,Yes,140.51,98.61,High_spent_Small_value_payments,-109.54,Poor
CUS_0x001906,CUS_00006406,November,Theresa Goodman,44,375-26-9184,Entrepreneur,8879.98,627.86,1,0,5.44,1,Debt Consolidation Loan,5,3,13.472362646947659,3,Standard,16096.53,35.89,257,Yes,336.18,180.71,Low_spent_Large_value_payments,46.51,Poor
CUS_0x001907,CUS_00006407,December,Chad Hampton,68,123-16-6707,Student,32510.31,2680.8,4,2,18.56,0,Payday Loan,13,1,-47.92427835898828,7,Good,25982.89,17.01,196,Yes,19.57,799.31,Low_spent_Medium_value_payments,228.41,Standard
CUS_0x001908,CUS_00006408,July,Michael Barnett,39,637-74-5097,Nurse,36020.04,2518.75,2,0,13.37,0,Credit-Builder Loan,7,1,15.15564376701154,8,Bad,65480.99,58.21,257,Yes,980.36,302.8,High_spent_Large_value_payments,990.02,Standard
CUS_0x001909,CUS_00006409,March,Charles Conner,79,088-69-4510,Artist,86193.37,6904.11,1,2,7.66,0,Payday Loan,0,0,-6.179370585395063,3,Good,88450.77,76.44,270,Yes,2268.69,1365.9,Low_spent_Small_value_payments,-3135.13,Good
CUS_0x00190a,CUS_00006410,September,Erin Clark,43,782-41-8771,Sales,5096.79,381.39,3,1,9.22,2,Home Equity Loan,27,1,-43.873545805501706,9,Standard,6305.73,32.11,167,Yes,26.72,54.15,Low_spent_Medium_value_payments,-100.2,Poor
CUS_0x00190b,CUS_00006411,August,Jennifer Martinez,78,657-80-6042,Entrepreneur,64163.94,5093.46,3,3,5.26,0,Payday Loan,6,3,-38.97424638766644,6,Standard,97520.48,77.41,120,Yes,1180.72,960.47,High_spent_Small_value_payments,512.11,Standard
CUS_0x00190c,CUS_00006412,October,Brian York,34,595-85-5095,Other,9799.09,918.82,3,0,19.69,3,Personal Loan,9,2,48.34589348150102,7,Bad,8556.37,44.47,43,Yes,88.88,186.98,High_spent_Large_value_payments,212.09,Poor
CUS_0x00190d,CUS_00006413,June,Catherine Lee,43,200-45-9096,Teacher,10067.59,980.5,5,3,9.29,1,Auto Loan,12,0,56.1557598003659,0,Standard,11272.06,34.93,128,Yes,77.09,1.11,High_spent_Small_value_payments,-443.12,Poor
CUS_0x00190e,CUS_00006414,July,David Bailey,44,058-89-3380,Accountant,37710.86,2901.19,3,1,12.19,0,Auto Loan,3,3,-40.085535686805656,7,Standard,58235.8,3.35,220,Yes,829.1,460.06,Low_spent_Small_value_payments,543.48,Standard
CUS_0x00190f,CUS_00006415,September,Nancy Fuller,28,897-83-2809,Accountant,4662.22,420.89,3,0,13.01,2,Auto Loan,7,0,72.89197226679443,4,Standard,7447.45,20.1,184,Yes,76.42,7.96,High_spent_Medium_value_payments,194.11,Standard
CUS_0x001910,CUS_00006416,May,Amanda Johnson,69,826-64-5180,Accountant,27946.37,2227.85,4,3,17.11,1,Debt Consolidation Loan,6,1,86.0978717554527,3,Standard,49369.29,94.3,48,No,513.12,256.72,Low_spent_Small_value_payments,1006.84,Poor
CUS_0x001911,CUS_00006417,June,Jonathan Wade,62,091-75-7391,Other,69371.63,4656.65,1,2,19.54,3,Mortgage Loan,2,0,50.27015753373641,9,Bad,97879.52,78.91,144,Yes,2692.66,604.45,Low_spent_Large_value_payments,2020.58,Standard
CUS_0x001912,CUS_00006418,May,Heather Kramer,36,843-38-2155,Artist,13489.23,1334.51,1,2,7.55,2,Student Loan,4,1,-21.894668947430258,8,Bad,10587.99,73.0,224,No,774.09,48.48,Low_spent_Medium_value_payments,360.34,Standard
CUS_0x001913,CUS_00006419,June,Douglas Haynes,56,505-63-7905,Lawyer,59191.56,5802.9,1,2,12.24,1,Personal Loan,4,0,88.2428077506195,6,Good,57000.16,31.02,79,No,1972.38,271.46,High_spent_Small_value_payments,549.66,Poor
CUS_0x001914,CUS_00006420,September,Richard Hill,25,400-34-9623,Accountant,17228.44,1507.99,1,0,7.05,2,Credit-Builder Loan,11,0,-44.667341569731484,8,Standard,2700.19,59.69,263,No,776.22,408.69,High_spent_Large_value_payments,-272.5,Standard
CUS_0x001915,CUS_00006421,January,Eric Campbell,67,055-07-7124,Other,18475.26,1316.33,2,3,6.53,2,Personal Loan,33,3,45.33821478609842,2,Standard,6002.91,65.42,92,Yes,610.25,148.33,High_spent_Medium_value_payments,589.07,Standard
CUS_0x001916,CUS_00006422,March,Keith Russo,32,139-50-4877,Teacher,68346.25,6426.13,5,5,13.2,2,Payday Loan,4,1,-0.21442367758982783,5,Good,105636.65,53.28,223,No,3251.34,398.3,Low_spent_Medium_value_payments,-2621.03,Poor
CUS_0x001917,CUS_00006423,February,Beth Harmon,33,469-47-5981,Manager,6598.11,632.42,2,2,13.17,1,Debt Consolidation Loan,2,4,91.05174921791544,4,Standard,6465.65,44.6,179,Yes,161.43,16.84,Low_spent_Large_value_payments,-283.13,Standard
CUS_0x001918,CUS_00006424,December,Kathleen Wheeler,39,805-72-5762,Sales,13042.7,1144.61,3,0,13.75,3,Auto Loan,36,5,-15.185376692148914,3,Good,20423.61,58.68,117,Yes,363.04,133.18,Low_spent_Large_value_payments,41.22,Poor
CUS_0x001919,CUS_00006425,March,Sharon Delgado,55,389-03-9549,Accountant,7056.78,643.65,3,5,8.43,0,Mortgage Loan,15,4,-29.0712894347234,1,Good,10032.71,69.38,247,Yes,258.79,12.98,High_spent_Small_value_payments,154.59,Poor
CUS_0x00191a,CUS_00006426,June,Bryan Blackwell,49,261-04-7665,Sales,40748.55,3329.38,2,0,8.39,0,Credit-Builder Loan,1,1,14.975362107471895,5,Bad,62453.46,73.61,23,Yes,1943.15,650.48,Low_spent_Medium_value_payments,-883.84,Poor
CUS_0x00191b,CUS_00006427,January,Isaac Pacheco,58,363-94-3246,Engineer,18490.01,1662.61,1,4,24.04,0,Personal Loan,4,3,-3.1592950337017953,0,Standard,8411.7,50.67,134,No,531.0,130.31,High_spent_Small_value_payments,310.02,Standard
CUS_0x00191c,CUS_00006428,January,Amanda Campos,27,062-74-3647,Other,68681.0,5177.81,2,2,21.85,1,Payday Loan,4,0,19.35881123934233,8,Good,86537.56,76.84,63,No,218.16,472.42,Low_spent_Medium_value_payments,1139.96,Poor
CUS_0x00191d,CUS_00006429,September,Mark King,47,032-57-9236,Artist,19677.93,1550.48,2,1,8.36,3,Debt Consolidation Loan,7,1,41.50548288270106,9,Bad,3035.1,27.7,191,Yes,649.05,234.88,Low_spent_Small_value_payments,-459.87,Good
CUS_0x00191e,CUS_00006430,December,Tristan Ward,47,814-14-7814,Manager,25262.19,1776.34,1,1,15.25,1,Home Equity Loan,12,5,69.31024285791429,8,Standard,47719.4,26.19,137,Yes,928.43,343.58,Low_spent_Small_value_payments,612.12,Poor
CUS_0x00191f,CUS_00006431,April,Caleb Long,39,059-28-2158,Entrepreneur,24374.48,1734.29,4,5,17.69,2,Home Equity Loan,14,0,84.95904516197871,9,Standard,38113.52,53.05,59,No,45.5,248.93,Low_spent_Medium_value_payments,698.84,Poor
CUS_0x001920,CUS_00006432,September,Matthew Hall,45,697-89-9577,Manager,57030.33,4966.97,5,1,7.95,0,Credit-Builder Loan,22,0,80.26767268114773,2,Good,19508.59,88.74,82,Yes,2425.32,106.14,High_spent_Small_value_payments,2148.24,Standard
CUS_0x001921,CUS_00006433,June,Michael Harper,72,544-34-4382,Entrepreneur,69217.5,6194.47,4,1,11.17,0,Auto Loan,14,2,-28.3620761760311,1,Standard,86889.43,71.07,81,No,1263.78,1658.86,Low_spent_Small_value_payments,2144.86,Poor
CUS_0x001922,CUS_00006434,April,Julia Berry,25,160-88-3978,Engineer,26725.04,2270.11,1,0,9.48,0,Home Equity Loan,9,4,93.18496441399142,6,Good,29106.12,50.01,55,Yes,1011.99,281.91,High_spent_Large_value_payments,-882.75,Poor
CUS_0x001923,CUS_00006435,September,Richard Porter,33,271-73-6786,Entrepreneur,11625.8,963.03,3,0,8.21,1,Debt Consolidation Loan,7,3,70.27684277431102,4,Standard,2413.77,96.89,35,Yes,145.13,3.64,High_spent_Small_value_payments,233.45,Standard
CUS_0x001924,CUS_00006436,August,Gabriella Lindsey,18,620-90-5806,Student,9361.55,664.25,3,1,12.71,1,Payday Loan,6,2,1.7527191227438266,1,Bad,3303.75,90.16,195,Yes,137.52,62.76,High_spent_Small_value_payments,-145.55,Standard
CUS_0x001925,CUS_00006437,April,Heather Bryant,37,520-15-2840,Nurse,3515.02,245.94,4,1,18.41,0,Auto Loan,24,1,54.68954761198273,9,Bad,1034.11,83.45,275,Yes,16.09,39.21,High_spent_Large_value_payments,-28.6,Standard
CUS_0x001926,CUS_00006438,February,Corey Rodriguez,54,727-37-2355,Manager,14339.2,1411.19,4,5,22.73,3,Student Loan,0,5,20.395974827539447,3,Bad,13568.51,96.06,44,Yes,838.64,141.12,High_spent_Medium_value_payments,564.16,Standard
CUS_0x001927,CUS_00006439,February,Brian Perez,27,871-19-4586,Student,7750.45,715.2,2,1,9.21,0,Auto Loan,13,0,27.691980379758405,7,Good,1291.97,50.35,255,No,225.86,16.55,High_spent_Large_value_payments,291.81,Good
CUS_0x001928,CUS_00006440,October,Candice Greene,61,214-51-2120,Student,4086.86,318.15,2,0,21.54,2,Debt Consolidation Loan,5,3,43.24859369134123,8,Bad,7061.26,28.5,72,Yes,87.53,25.53,Low_spent_Medium_value_payments,66.24,Poor
CUS_0x001929,CUS_00006441,June,Brian Ortiz,48,836-35-0499,Doctor,5203.96,476.0,4,2,6.32,1,Auto Loan,0,0,88.974363434905,5,Standard,9884.25,92.87,182,Yes,23.28,13.34,Low_spent_Large_value_payments,-206.64,Poor
CUS_0x00192a,CUS_00006442,March,Destiny Williams,52,746-50-5511,Doctor,8858.24,789.1,1,2,24.3,2,Home Equity Loan,9,3,98.49581327009165,5,Good,430.77,74.58,13,Yes,44.1,110.32,High_spent_Large_value_payments,-8.04,Standard
CUS_0x00192b,CUS_00006443,January,Annette Martin,59,387-30-8269,Lawyer,6171.34,503.21,2,2,24.19,2,Credit-Builder Loan,18,0,-30.543265746028265,9,Standard,10865.26,70.75,135,No,160.93,9.25,Low_spent_Medium_value_payments,-4.18,Poor
CUS_0x00192c,CUS_00006444,April,Bryan Smith,29,007-18-2151,Engineer,4547.45,447.63,1,0,10.8,0,Auto Loan,24,2,64.23989153150535,9,Bad,5876.47,98.77,79,Yes,11.97,12.3,High_spent_Large_value_payments,-103.37,Poor
CUS_0x00192d,CUS_00006445,August,Lindsey Johnson,23,794-84-4784,Nurse,29164.08,2230.97,5,1,12.62,0,Payday Loan,1,1,-47.17874943136613,6,Standard,27325.86,10.77,85,No,1126.78,108.96,High_spent_Small_value_payments,406.48,Standard
CUS_0x00192e,CUS_00006446,May,Gina Kelly,55,813-68-2210,Artist,7890.81,742.26,5,1,22.45,3,Credit-Builder Loan,0,2,-17.369961564466024,6,Standard,11476.24,26.05,179,Yes,258.17,54.42,Low_spent_Large_value_payments,195.32,Standard
CUS_0x00192f,CUS_00006447,January,Timothy Fisher,68,494-35-2992,Manager,3713.75,301.48,1,2,5.15,1,Payday Loan,10,2,-38.88293966902843,7,Good,5645.45,52.19,40,Yes,91.99,56.19,Low_spent_Large_value_payments,-78.09,Poor
CUS_0x001930,CUS_00006448,March,Daniel Lyons,66,223-97-3756,Manager,12055.17,874.99,5,2,5.76,1,Auto Loan,9,1,-20.036881373216637,7,Standard,16325.58,68.09,249,No,327.37,202.81,High_spent_Small_value_payments,-336.04,Standard
CUS_0x001931,CUS_00006449,July,Wendy Bryant,69,749-18-7217,Nurse,19581.41,1521.17,1,1,11.04,0,Student Loan,5,1,29.528256159102114,1,Standard,31600.66,35.35,53,Yes,810.71,237.86,Low_spent_Small_value_payments,-267.53,Poor
CUS_0x001932,CUS_00006450,May,Cindy Barnes,27,765-75-3066,Student,16125.91,1191.04,4,1,12.78,2,Auto Loan,3,0,75.08300922638068,0,Good,29589.43,29.78,220,Yes,430.57,327.65,Low_spent_Medium_value_payments,24.47,Good
CUS_0x001933,CUS_00006451,September,Tyler Wilson,44,013-18-6216,Lawyer,3357.93,262.34,2,1,18.36,0,Home Equity Loan,0,1,-18.401503782889726,9,Standard,5544.14,35.67,42,No,49.73,66.07,High_spent_Small_value_payments,29.42,Poor
CUS_0x001934,CUS_00006452,November,Jeremy Martin,54,264-25-4119,Manager,11940.07,1143.79,3,0,20.49,0,Debt Consolidation Loan,0,1,75.53826106403424,8,Good,981.68,95.32,196,Yes,344.68,218.59,High_spent_Large_value_payments,86.08,Good
CUS_0x001935,CUS_00006453,July,Melissa Cruz,41,899-73-6270,Artist,6733.06,627.88,2,1,21.75,0,Payday Loan,0,2,43.29633929309934,9,Standard,6780.05,78.42,211,Yes,276.38,116.49,Low_spent_Large_value_payments,282.46,Standard
CUS_0x001936,CUS_00006454,December,Tammy Cooper,23,896-64-1119,Nurse,5743.43,566.0,1,2,22.37,0,Credit-Builder Loan,8,1,45.4698664905161,9,Standard,2151.55,43.01,299,Yes,143.53,10.1,High_spent_Small_value_payments,-10.84,Good
CUS_0x001937,CUS_00006455,February,Herbert Wright,57,027-46-2974,Accountant,133176.15,11921.76,1,4,12.3,1,Personal Loan,14,3,72.03445478259896,2,Bad,96641.98,72.52,93,Yes,1543.38,2477.0,Low_spent_Medium_value_payments,-3453.14,Standard
CUS_0x001938,CUS_00006456,June,Keith Lee,39,570-59-3637,Engineer,42962.63,2895.97,3,0,23.99,1,Credit-Builder Loan,17,2,99.56467598158531,8,Bad,27673.29,78.4,56,Yes,1710.05,660.63,Low_spent_Medium_value_payments,163.64,Standard
CUS_0x001939,CUS_00006457,August,Robert Mcneil,30,053-61-3434,Other,15092.68,1427.44,2,0,8.54,2,Credit-Builder Loan,47,3,78.23209705207097,7,Standard,16126.16,90.62,81,No,798.82,377.89,High_spent_Large_value_payments,-538.13,Poor
CUS_0x00193a,CUS_00006458,December,Julie Horn,52,234-14-2133,Doctor,27057.48,2680.79,3,1,6.87,2,Student Loan,7,0,-44.44077580292207,5,Bad,31631.75,18.65,26,No,1300.84,731.82,Low_spent_Small_value_payments,464.87,Standard
CUS_0x00193b,CUS_00006459,September,Virginia Small,66,282-11-5102,Artist,7217.21,498.38,4,2,18.86,0,Personal Loan,3,4,-25.92243577916597,1,Standard,6239.0,9.5,51,Yes,237.39,89.94,Low_spent_Small_value_payments,66.85,Poor
CUS_0x00193c,CUS_00006460,September,Amber Irwin,41,164-88-7437,Manager,30931.39,2121.65,2,3,17.4,4,Auto Loan,24,2,23.616125057088823,4,Standard,59556.31,9.8,76,Yes,154.49,144.74,High_spent_Large_value_payments,846.4,Poor
CUS_0x00193d,CUS_00006461,January,Yolanda Obrien,34,850-90-0440,Nurse,30945.0,2747.18,2,3,24.12,0,Home Equity Loan,18,2,3.2320228107513174,8,Good,18697.16,72.6,88,Yes,1421.77,791.92,Low_spent_Medium_value_payments,-991.4,Poor
CUS_0x00193e,CUS_00006462,June,Jennifer Moran,49,001-78-0964,Doctor,9611.8,753.71,2,2,16.24,2,Auto Loan,8,2,-45.57663643156406,1,Good,11912.1,43.26,284,Yes,314.75,47.44,Low_spent_Small_value_payments,156.14,Good
CUS_0x00193f,CUS_00006463,August,Christopher Castro,48,644-62-1400,Student,12321.05,1185.58,3,1,17.55,0,Home Equity Loan,1,2,-4.765421440667332,5,Bad,2280.03,9.38,187,Yes,604.05,40.44,Low_spent_Large_value_payments,-19.87,Standard
CUS_0x001940,CUS_00006464,February,Terri Martinez,40,599-97-4576,Manager,12882.89,1168.62,2,2,13.02,0,Mortgage Loan,4,0,28.014139745329388,0,Good,3948.95,21.25,35,No,449.02,253.62,High_spent_Small_value_payments,-224.01,Standard
CUS_0x001941,CUS_00006465,January,David Ferrell,61,717-42-9343,Sales,32348.9,3172.85,4,1,24.85,0,Auto Loan,1,2,-7.495560281476351,3,Good,32693.18,84.64,289,Yes,730.94,524.2,High_spent_Medium_value_payments,18.38,Standard
CUS_0x001942,CUS_00006466,December,Andrew Young,41,078-42-8456,Doctor,52100.49,4441.91,4,2,22.8,2,Debt Consolidation Loan,14,5,-22.614447525440184,8,Standard,91564.74,51.54,259,Yes,875.4,823.6,Low_spent_Small_value_payments,982.21,Poor
CUS_0x001943,CUS_00006467,September,Theresa Wilson,62,370-58-0485,Other,41349.29,3041.53,2,0,12.28,2,Home Equity Loan,3,3,-0.8435070555354116,4,Standard,56242.56,66.95,137,Yes,971.06,534.41,High_spent_Small_value_payments,-41.75,Standard
CUS_0x001944,CUS_00006468,October,Craig Fuentes,74,565-68-8822,Lawyer,40383.89,3292.38,4,4,17.05,1,Home Equity Loan,10,2,-1.6549767406613043,8,Standard,60379.9,97.81,13,No,1825.88,351.4,High_spent_Small_value_payments,-142.71,Poor
CUS_0x001945,CUS_00006469,October,Jeffrey Smith,21,620-37-1099,Artist,30092.39,2855.72,2,1,5.3,0,Payday Loan,2,0,84.08904683980356,1,Standard,33859.11,90.06,31,Yes,824.95,218.2,Low_spent_Large_value_payments,94.3,Poor
CUS_0x001946,CUS_00006470,July,Adam Blevins,53,752-36-1995,Accountant,27651.23,2310.05,1,0,6.5,2,Personal Loan,14,2,-42.49584659788192,7,Standard,18305.7,54.06,182,Yes,135.05,655.14,Low_spent_Medium_value_payments,513.79,Standard
CUS_0x001947,CUS_00006471,December,Tasha Williams,41,526-81-8950,Other,15278.97,1167.89,2,1,22.3,1,Student Loan,2,1,49.902302672631265,0,Bad,8155.36,48.07,243,Yes,183.25,230.12,Low_spent_Large_value_payments,242.68,Good
CUS_0x001948,CUS_00006472,November,Matthew Black,42,801-63-5318,Lawyer,5885.09,466.08,3,1,21.18,1,Student Loan,3,3,59.797705610825275,0,Bad,847.95,71.01,40,Yes,164.84,125.1,Low_spent_Medium_value_payments,-71.27,Standard
CUS_0x001949,CUS_00006473,January,Joshua Herring,18,006-76-5551,Entrepreneur,10470.51,869.06,1,1,15.78,0,Mortgage Loan,49,3,-34.855244827486956,6,Standard,4897.96,77.89,160,No,358.22,256.99,High_spent_Large_value_payments,298.08,Standard
CUS_0x00194a,CUS_00006474,September,Anne Rogers,67,304-80-7172,Nurse,10415.86,920.62,1,1,21.37,0,Personal Loan,22,1,68.40516571019235,5,Bad,2615.79,53.43,128,No,299.49,210.41,Low_spent_Large_value_payments,-297.63,Standard
CUS_0x00194b,CUS_00006475,March,David Gutierrez,69,299-87-6445,Other,47069.0,3556.95,4,0,10.46,1,Personal Loan,29,4,34.32975628274177,5,Standard,31571.23,35.55,25,No,1740.11,363.22,High_spent_Large_value_payments,-53.89,Poor
CUS_0x00194c,CUS_00006476,September,Christopher Patterson,66,348-14-8851,Manager,20535.26,1857.66,5,5,23.08,2,Personal Loan,13,5,-7.744267982614282,2,Standard,9751.99,41.29,250,Yes,1041.23,512.34,High_spent_Small_value_payments,-245.21,Standard
CUS_0x00194d,CUS_00006477,March,Donna Norris,63,041-40-3703,Entrepreneur,16492.55,1402.11,1,1,10.0,0,Mortgage Loan,1,6,2.939563829658418,7,Good,10768.54,15.39,6,Yes,219.73,339.43,Low_spent_Medium_value_payments,-145.09,Poor
CUS_0x00194e,CUS_00006478,October,Debra Bates,66,048-88-4248,Student,42500.38,2867.95,3,1,13.95,1,Personal Loan,0,0,91.28974173890677,1,Standard,37070.92,32.73,165,No,76.35,309.43,Low_spent_Large_value_payments,-1389.8,Poor
CUS_0x00194f,CUS_00006479,July,Brianna Tucker,64,396-34-3169,Sales,89997.84,7821.36,1,1,10.46,2,Student Loan,2,1,37.22921089266946,0,Standard,133472.03,71.4,224,Yes,2487.62,1894.14,High_spent_Medium_value_payments,1530.84,Standard
CUS_0x001950,CUS_00006480,May,Lisa Harris,76,588-37-1747,Lawyer,13033.82,1062.88,2,2,23.49,1,Personal Loan,1,6,-18.64063398875074,4,Standard,19351.65,90.47,66,No,510.59,182.71,Low_spent_Medium_value_payments,369.09,Poor
CUS_0x001951,CUS_00006481,January,Shawn Meza,42,771-49-7359,Engineer,65148.84,6351.76,3,2,23.24,0,Credit-Builder Loan,10,2,30.376858044496473,6,Standard,49791.59,97.84,219,Yes,1665.75,221.24,High_spent_Medium_value_payments,-219.78,Standard
CUS_0x001952,CUS_00006482,August,Andrew Peters,21,696-72-6873,Doctor,17536.97,1284.23,3,1,5.96,1,Debt Consolidation Loan,1,1,86.44517420052816,7,Good,4132.41,85.33,147,No,625.55,364.05,Low_spent_Small_value_payments,166.71,Standard
CUS_0x001953,CUS_00006483,January,Nancy Hancock,59,714-47-8732,Engineer,19232.99,1596.92,1,3,23.3,2,Credit-Builder Loan,2,2,-2.454070358347302,3,Good,31928.23,41.09,285,Yes,413.55,320.98,Low_spent_Large_value_payments,641.36,Good
CUS_0x001954,CUS_00006484,November,Devin Jones,49,770-12-0895,Engineer,42097.16,3279.88,2,2,8.59,0,Mortgage Loan,1,2,3.452785428208479,7,Standard,558.7,82.03,295,Yes,1154.0,800.76,Low_spent_Small_value_payments,-756.65,Good
CUS_0x001955,CUS_00006485,February,Robert Kim,41,657-20-7026,Lawyer,34189.0,2717.45,1,3,23.74,2,Student Loan,20,5,15.149166210214858,8,Bad,25159.14,72.34,249,Yes,642.93,300.99,Low_spent_Large_value_payments,1330.99,Good
CUS_0x001956,CUS_00006486,October,Brandon West,76,242-84-9488,Entrepreneur,42481.55,3417.27,1,3,16.91,2,Student Loan,3,3,17.003784410414156,9,Good,8327.04,88.86,98,Yes,884.28,949.43,High_spent_Large_value_payments,-456.77,Poor
CUS_0x001957,CUS_00006487,February,Levi Stewart,24,466-61-0859,Manager,46668.82,4282.5,2,2,17.15,0,Home Equity Loan,0,2,22.26778732558728,8,Standard,83683.99,52.0,113,Yes,1881.78,968.54,Low_spent_Medium_value_payments,1443.24,Standard
CUS_0x001958,CUS_00006488,October,Christopher Andrews,33,864-15-7065,Lawyer,32631.46,2684.42,2,3,10.89,1,Home Equity Loan,18,1,90.40607042858514,6,Good,15231.96,59.58,181,Yes,549.26,445.79,High_spent_Small_value_payments,715.78,Standard
CUS_0x001959,CUS_00006489,June,Heather Santiago,63,535-19-4239,Teacher,83820.46,6006.02,4,3,6.27,1,Credit-Builder Loan,20,2,69.00326485632368,8,Bad,149121.98,92.33,136,Yes,255.91,865.98,Low_spent_Medium_value_payments,1183.52,Poor
CUS_0x00195a,CUS_00006490,August,Dr. Jessica Smith,65,451-01-4797,Engineer,6806.78,506.92,4,2,8.61,1,Personal Loan,24,0,63.62782808206512,8,Standard,11020.44,83.08,38,Yes,226.5,31.9,High_spent_Large_value_payments,15.09,Poor
CUS_0x00195b,CUS_00006491,April,Mark Harris,73,353-09-8339,Sales,14385.38,1127.82,1,3,18.19,1,Home Equity Loan,3,2,71.27169407485913,3,Standard,26133.65,94.77,195,Yes,61.41,217.7,Low_spent_Large_value_payments,25.83,Poor
CUS_0x00195c,CUS_00006492,January,Jacqueline Hartman,54,183-56-9659,Entrepreneur,91252.73,6155.94,2,3,15.7,1,Credit-Builder Loan,14,0,75.21658062148761,3,Standard,9781.32,88.34,84,No,1203.66,280.24,High_spent_Large_value_payments,-1009.93,Standard
CUS_0x00195d,CUS_00006493,November,Anthony Arellano,38,797-29-2606,Manager,11170.06,1097.94,3,2,6.46,0,Home Equity Loan,14,2,31.490883661438303,7,Standard,3863.27,28.68,259,Yes,644.7,246.31,High_spent_Medium_value_payments,394.02,Good
CUS_0x00195e,CUS_00006494,August,Daniel Peterson,35,509-16-2310,Engineer,16781.72,1660.87,1,2,6.54,3,Payday Loan,19,0,25.4346529923002,0,Standard,26851.7,92.45,104,Yes,908.16,255.49,Low_spent_Small_value_payments,726.23,Poor
CUS_0x00195f,CUS_00006495,April,Steven Branch,22,075-20-4083,Sales,26488.7,2566.48,1,4,5.5,0,Personal Loan,21,2,49.853937159123845,3,Standard,49314.41,97.47,206,No,400.12,630.35,High_spent_Medium_value_payments,-438.64,Poor
CUS_0x001960,CUS_00006496,October,Juan Peterson,56,676-65-9439,Engineer,17917.33,1605.54,2,2,21.56,0,Mortgage Loan,6,1,27.291729538593174,2,Good,21457.74,14.18,200,Yes,159.98,113.44,High_spent_Large_value_payments,-581.54,Poor
CUS_0x001961,CUS_00006497,January,Kevin Richardson,57,146-91-4997,Engineer,9711.04,887.4,1,2,14.25,1,Student Loan,2,2,82.48250865127281,2,Standard,18256.72,66.9,297,Yes,523.01,34.45,Low_spent_Small_value_payments,39.0,Standard
CUS_0x001962,CUS_00006498,March,Reginald James,32,008-75-8842,Entrepreneur,7498.16,632.34,1,2,19.57,2,Home Equity Loan,5,2,21.053652274832018,9,Bad,12391.41,51.58,287,No,25.45,179.7,Low_spent_Large_value_payments,149.11,Good
CUS_0x001963,CUS_00006499,March,Sarah Hutchinson,29,342-63-8810,Manager,13244.34,1228.44,1,0,15.34,1,Credit-Builder Loan,3,4,78.62668254343828,5,Bad,25753.37,81.91,166,Yes,681.71,311.61,High_spent_Small_value_payments,-335.06,Poor
CUS_0x001964,CUS_00006500,July,Matthew Williams,56,211-04-3313,Sales,8023.42,612.07,1,4,20.24,1,Home Equity Loan,10,3,87.21219072472005,2,Good,14673.65,3.81,194,No,109.63,44.11,High_spent_Large_value_payments,151.68,Poor
